Date,Close/Last,Volume,Open,High,Low
05/19/2022,$110.384,34144400,$111.4315,$113.01,$110.00
05/18/2022,$111.8995,35125980,$115.00,$115.40,$111.5555
05/17/2022,$116.473,23053160,$116.8405,$116.90,$114.8698
05/16/2022,$114.445,25990440,$114.9555,$116.17,$113.8895
05/13/2022,$116.0505,35038480,$114.533,$117.875,$113.605
05/12/2022,$112.844,53836180,$111.3775,$114.295,$109.8245
05/11/2022,$113.6025,37534740,$113.2365,$116.3644,$113.2365
05/10/2022,$114.395,39900380,$115.5075,$116.25,$112.9005
05/09/2022,$112.511,40802860,$113.25,$115.0771,$112.0005
05/06/2022,$115.7465,39709580,$115.1845,$117.5715,$114.0155
05/05/2022,$116.5055,45840580,$120.204,$121.039,$115.0057
05/04/2022,$122.261,49915280,$117.0315,$122.8545,$115.116
05/03/2022,$117.334,24967360,$116.4305,$118.4418,$116.0345
05/02/2022,$116.583,35533020,$113.405,$116.7455,$112.60
04/29/2022,$114.1095,42676000,$116.7345,$117.9198,$113.8145
04/28/2022,$118.5225,48884640,$116.415,$119.6495,$114.115
04/27/2022,$114.2945,91820580,$114.4693,$117.242,$112.7365
04/26/2022,$118.65,73054880,$122.2945,$122.51,$118.511
04/25/2022,$123.074,46128260,$119.101,$123.2775,$118.511
04/22/2022,$119.6355,56883720,$125.00,$125.402,$118.925
04/21/2022,$124.8145,36445160,$129.25,$130.0985,$124.5265
04/20/2022,$128.04,31695460,$130.892,$131.399,$127.50
04/19/2022,$130.009,26489760,$127.6915,$130.333,$126.9995
04/18/2022,$127.6765,20808660,$127.00,$128.2125,$126.182
04/14/2022,$126.73,31597980,$130.4795,$130.4795,$126.601
04/13/2022,$129.894,27927240,$128.00,$130.334,$127.7412
04/12/2022,$127.7145,32710700,$131.60,$131.60,$126.789
04/11/2022,$128.8235,36883060,$131.8235,$132.0925,$128.6685
04/08/2022,$133.2875,25142800,$135.5835,$135.67,$132.9655
04/07/2022,$135.8885,26233600,$136.01,$137.1645,$134.2274
04/06/2022,$136.548,32468480,$138.75,$139.3605,$135.517
04/05/2022,$140.591,21418120,$142.869,$142.9905,$140.3825
04/04/2022,$142.9715,25970840,$140.3585,$143.712,$140.3105
04/01/2022,$140.1505,25941440,$139.50,$140.4708,$138.3075
03/31/2022,$139.0675,37524720,$142.053,$142.1078,$139.0245
03/30/2022,$141.9385,19884760,$142.46,$142.7203,$141.60
03/29/2022,$142.5055,34317020,$142.6475,$143.7935,$142.0383
03/28/2022,$141.4555,35049260,$140.9005,$142.0025,$139.8113
03/25/2022,$141.673,24143080,$141.916,$142.035,$139.7375
03/24/2022,$141.572,26396560,$139.20,$141.6188,$137.7505
03/23/2022,$138.2755,25153400,$138.7025,$139.5885,$137.835
03/22/2022,$139.868,35495540,$136.1015,$141.05,$136.1015
03/21/2022,$136.1015,26831680,$136.1635,$137.05,$134.0923
03/18/2022,$136.1255,44566900,$133.4245,$136.244,$132.2583
03/17/2022,$133.839,28263920,$133.149,$134.0804,$132.185
03/16/2022,$133.2805,35576980,$130.733,$133.333,$128.7345
03/15/2022,$129.198,30919520,$126.976,$129.8545,$125.7205
03/14/2022,$125.951,38811260,$130.25,$130.409,$125.275
03/11/2022,$129.8705,31526440,$133.4885,$133.7955,$129.6315
03/10/2022,$132.4295,27101400,$131.266,$133.2718,$130.9125
03/09/2022,$133.42,37025400,$131.25,$133.7355,$129.9005
03/08/2022,$127.1045,40427100,$126.25,$131.25,$125.6747
03/07/2022,$126.3785,45112940,$131.488,$131.735,$126.295
03/04/2022,$131.9065,30450640,$132.9275,$133.8515,$130.3375
03/03/2022,$133.8995,24603240,$136.01,$136.4395,$133.0255
03/02/2022,$134.5715,23519800,$134.628,$135.2625,$133.0715
03/01/2022,$134.0615,26495360,$134.8785,$136.2555,$133.2185
02/28/2022,$135.057,38864420,$133.05,$135.7515,$132.5923
02/25/2022,$134.4595,36405980,$133.552,$135.2715,$131.7515
02/24/2022,$132.691,54455080,$124.9533,$133.00,$124.9533
02/23/2022,$127.588,32786020,$131.6485,$132.051,$127.5275
02/22/2022,$129.8135,44990740,$129.8381,$132.1803,$128.2233
02/18/2022,$130.403,45619440,$133.467,$134.07,$130.1965
02/17/2022,$132.539,38949500,$136.243,$137.1135,$132.4785
02/16/2022,$137.738,25021300,$136.6465,$138.086,$134.9238
02/15/2022,$136.6085,26711260,$137.5705,$138.1085,$135.8215
02/14/2022,$135.526,34301080,$133.2565,$136.30,$133.2565
02/11/2022,$134.2825,39958340,$138.60,$139.1563,$133.40
02/10/2022,$138.62,39330660,$139.7035,$141.4845,$137.957
02/09/2022,$141.592,40143880,$140.9635,$142.5243,$140.187
02/08/2022,$139.399,54283600,$139.0265,$140.00,$137.0139
02/07/2022,$139.201,54973300,$144.25,$144.25,$138.90
02/04/2022,$143.293,57998220,$143.4447,$144.875,$140.515
02/03/2022,$143.09,71517220,$145.7055,$149.675,$142.6653
02/02/2022,$148.00,123199220,$151.25,$151.5466,$145.5225
02/01/2022,$137.644,68643640,$137.5945,$137.7928,$134.3685
01/31/2022,$135.3035,39986000,$134.162,$135.473,$132.2095
01/28/2022,$133.351,34361480,$129.659,$133.3565,$128.485
01/27/2022,$129.005,32018780,$131.304,$132.6523,$128.9323
01/26/2022,$129.233,49129500,$131.119,$133.00,$127.142
01/25/2022,$126.935,46960560,$128.74,$129.399,$126.5005
01/24/2022,$130.804,76694240,$125.978,$131.203,$124.50
01/21/2022,$130.3515,55651420,$132.5935,$134.8655,$130.0865
01/20/2022,$133.3075,29907140,$136.25,$137.626,$132.9647
01/19/2022,$135.1165,28647640,$136.5235,$137.9595,$135.0155
01/18/2022,$135.998,34888100,$136.175,$137.1315,$135.4383
01/14/2022,$139.4805,29661280,$137.079,$140.742,$136.9985
01/13/2022,$138.587,31436600,$141.54,$142.85,$138.409
01/12/2022,$141.4305,26112040,$141.15,$142.6078,$140.6945
01/11/2022,$139.736,28729700,$138.007,$140.216,$136.6923
01/10/2022,$138.6695,44408120,$135.078,$138.8195,$133.1645
01/07/2022,$137.017,29760560,$138.1455,$138.4485,$135.7665
01/06/2022,$137.7475,37347420,$136.9985,$139.94,$136.5585
01/05/2022,$137.775,54618280,$144.42,$144.4994,$137.688
01/04/2022,$144.3995,28399440,$145.396,$146.4849,$143.7163
01/03/2022,$144.9915,28678940,$145.055,$145.851,$143.7128
12/31/2021,$144.852,18135180,$146.05,$146.6985,$144.852
12/30/2021,$146.2005,15687720,$146.694,$147.30,$145.9945
12/29/2021,$146.655,17787460,$146.6443,$147.417,$145.6475
12/28/2021,$146.687,18254300,$148.236,$148.299,$146.0543
12/27/2021,$147.9065,15984460,$147.256,$148.344,$147.1693
12/23/2021,$146.9165,26383440,$146.50,$148.2435,$146.452
12/22/2021,$146.415,26322380,$143.0675,$146.50,$143.0675
12/21/2021,$143.4725,28755360,$142.0535,$143.869,$140.5025
12/20/2021,$141.607,27192360,$140.00,$141.7745,$139.321
12/17/2021,$141.725,51017880,$142.50,$143.8345,$141.30
12/16/2021,$144.445,33650380,$147.1705,$147.6768,$143.607
12/15/2021,$146.441,36370460,$143.409,$146.721,$141.6779
12/14/2021,$143.907,38446240,$143.968,$144.48,$141.2148
12/13/2021,$145.8265,27069400,$147.7815,$147.97,$145.5175
12/10/2021,$148.0015,24462760,$148.70,$148.9775,$146.7037
12/09/2021,$147.6385,23269720,$147.591,$149.10,$147.115
12/08/2021,$148.1865,24270320,$147.5965,$148.393,$146.406
12/07/2021,$147.2695,32240300,$145.5965,$147.5312,$145.2275
12/06/2021,$143.155,30618100,$143.0405,$143.8525,$140.15
12/03/2021,$142.0015,41230160,$143.681,$144.40,$140.301
12/02/2021,$142.966,29194840,$141.25,$143.8645,$140.2145
12/01/2021,$141.0515,34055240,$144.00,$145.9503,$140.912
11/30/2021,$141.8975,42067220,$145.0085,$146.00,$141.6015
11/29/2021,$145.5305,32595040,$144.00,$146.2975,$143.8935
11/26/2021,$142.183,30469240,$144.3485,$144.5575,$141.8425
11/24/2021,$146.12,18040140,$145.4735,$146.2493,$144.373
11/23/2021,$145.782,27231160,$146.153,$146.66,$144.115
11/22/2021,$146.302,30629200,$149.3325,$149.8295,$146.1475
11/19/2021,$148.9265,33699380,$149.9755,$150.9665,$148.899
