Date,Close/Last,Volume,Open,High,Low
02/29/2024,$138.46,42132950,$137.28,$138.86,$136.40
02/28/2024,$136.38,37328560,$137.90,$138.01,$135.41
02/27/2024,$138.88,33099190,$138.02,$139.25,$137.09
02/26/2024,$137.57,53641800,$142.14,$142.44,$137.39
02/23/2024,$143.96,19493750,$143.67,$144.68,$143.43
02/22/2024,$144.09,27191890,$144.93,$145.00,$142.80
02/21/2024,$142.55,23315690,$141.45,$142.69,$140.675
02/20/2024,$141.12,24935710,$139.655,$142.08,$139.49
02/16/2024,$140.52,31468930,$142.99,$143.19,$140.14
02/15/2024,$142.77,37590700,$143.14,$143.52,$140.46
02/14/2024,$145.94,22704170,$146.08,$146.52,$144.094
02/13/2024,$145.14,27837730,$144.92,$146.67,$143.69
02/12/2024,$147.53,21564090,$148.42,$149.335,$147.37
02/09/2024,$149.00,26829500,$146.68,$149.44,$146.18
02/08/2024,$145.91,22563760,$145.83,$146.33,$145.105
02/07/2024,$145.54,25208860,$144.76,$145.615,$143.925
02/06/2024,$144.10,29128200,$144.65,$145.36,$143.19
02/05/2024,$143.68,38505410,$142.82,$145.47,$142.78
02/02/2024,$142.38,62499570,$139.26,$142.62,$136.50
02/01/2024,$141.16,40466550,$142.12,$143.06,$140.79
01/31/2024,$140.10,71910040,$143.62,$144.00,$139.87
01/30/2024,$151.46,36331830,$152.80,$153.62,$151.185
01/29/2024,$153.51,27784260,$152.06,$153.78,$151.43
01/26/2024,$152.185,26115490,$151.10,$152.535,$151.01
01/25/2024,$151.87,29149070,$150.065,$153.05,$149.54
01/24/2024,$148.70,25233450,$148.54,$149.855,$148.10
01/23/2024,$147.04,21636130,$145.89,$147.182,$145.50
01/22/2024,$145.99,32200370,$147.10,$148.39,$145.84
01/19/2024,$146.38,34271870,$144.74,$146.45,$144.38
01/18/2024,$143.48,25746420,$142.05,$144.21,$141.99
01/17/2024,$141.47,20968650,$141.345,$141.84,$138.90
01/16/2024,$142.49,22670470,$142.00,$144.35,$141.45
01/12/2024,$142.65,18785510,$142.67,$143.195,$141.82
01/11/2024,$142.08,24008720,$143.49,$145.22,$140.635
01/10/2024,$142.28,21320200,$141.00,$143.00,$140.91
01/09/2024,$140.95,24759600,$138.50,$141.485,$138.15
01/08/2024,$138.84,21403980,$136.29,$139.01,$136.26
01/05/2024,$135.73,22513850,$136.745,$137.1558,$135.15
01/04/2024,$136.39,27137740,$138.42,$139.16,$136.35
01/03/2024,$138.92,24212150,$137.25,$139.63,$137.08
01/02/2024,$138.17,23711220,$138.55,$139.45,$136.48
12/29/2023,$139.69,18733020,$139.63,$140.36,$138.78
12/28/2023,$140.23,16045710,$140.78,$141.14,$139.75
12/27/2023,$140.37,19628620,$141.59,$142.08,$139.886
12/26/2023,$141.52,16780330,$141.59,$142.68,$141.19
12/22/2023,$141.49,26532200,$140.77,$141.99,$140.71
12/21/2023,$140.42,27488280,$139.49,$140.685,$139.18
12/20/2023,$138.34,49107180,$138.97,$141.695,$138.065
12/19/2023,$136.65,25476750,$136.84,$137.47,$136.08
12/18/2023,$135.80,32257970,$132.63,$137.1478,$132.43
12/15/2023,$132.60,50847110,$131.62,$133.51,$131.18
12/14/2023,$131.94,38722410,$133.38,$133.72,$129.685
12/13/2023,$132.57,30104780,$133.38,$133.50,$131.57
12/12/2023,$132.52,29032830,$131.81,$133.00,$131.26
12/11/2023,$133.29,31138010,$132.38,$133.335,$131.36
12/08/2023,$134.99,32260110,$134.20,$136.40,$134.025
12/07/2023,$136.93,56767100,$135.04,$138.56,$134.70
12/06/2023,$130.02,23576180,$131.44,$131.84,$129.875
12/05/2023,$130.99,27384780,$128.95,$132.14,$128.25
12/04/2023,$129.27,36669880,$129.88,$130.03,$127.90
12/01/2023,$131.86,31442260,$131.86,$132.11,$130.665
11/30/2023,$132.53,38988260,$135.05,$135.55,$131.28
11/29/2023,$134.99,23967220,$137.57,$138.288,$134.84
11/28/2023,$137.20,18730030,$136.08,$137.25,$135.4222
11/27/2023,$136.41,23436530,$136.03,$138.42,$136.00
11/24/2023,$136.69,12514320,$138.03,$138.13,$135.99
11/22/2023,$138.49,17820460,$137.47,$139.42,$137.47
11/21/2023,$136.97,22635270,$136.29,$137.18,$135.96
11/20/2023,$136.25,27850760,$133.69,$136.66,$133.62
11/17/2023,$135.31,37287690,$136.00,$136.06,$133.65
11/16/2023,$136.93,28013180,$135.19,$137.2199,$134.32
11/15/2023,$134.62,23861520,$134.87,$135.03,$133.57
11/14/2023,$133.62,32395180,$134.19,$135.70,$133.32
11/13/2023,$132.09,18324750,$131.78,$132.59,$131.25
11/10/2023,$132.59,26927830,$130.105,$132.80,$129.41
11/09/2023,$130.24,23747770,$131.96,$132.55,$130.065
11/08/2023,$131.84,26425850,$130.97,$132.21,$130.78
11/07/2023,$130.97,29757280,$130.71,$131.91,$129.88
11/06/2023,$130.25,19052740,$129.05,$130.34,$128.67
11/03/2023,$129.10,26393110,$128.02,$129.525,$127.86
11/02/2023,$127.49,27124650,$128.42,$128.98,$126.93
11/01/2023,$126.45,30082440,$124.07,$126.49,$123.715
10/31/2023,$124.08,26292340,$125.06,$125.37,$122.685
10/30/2023,$124.46,28940080,$123.21,$125.40,$122.75
10/27/2023,$122.17,44566510,$122.88,$123.31,$120.2057
10/26/2023,$122.28,57061140,$123.27,$124.3297,$121.27
10/25/2023,$125.61,84366210,$128.16,$128.31,$125.07
10/24/2023,$138.81,44814320,$137.83,$139.3599,$137.42
10/23/2023,$136.50,26317930,$135.04,$137.6599,$133.95
10/20/2023,$135.60,26335670,$137.33,$137.87,$135.08
10/19/2023,$137.75,26066010,$138.50,$139.66,$137.38
10/18/2023,$137.96,23375000,$139.445,$140.72,$137.38
10/17/2023,$139.72,23515780,$138.63,$139.90,$137.18
10/16/2023,$139.095,28501870,$138.17,$139.63,$137.99
10/13/2023,$137.36,23435600,$139.38,$140.00,$136.615
10/12/2023,$138.97,24765540,$141.05,$141.22,$138.26
10/11/2023,$140.55,25884300,$138.58,$141.11,$138.58
10/10/2023,$138.06,27786610,$138.50,$139.72,$137.33
10/09/2023,$138.42,19278070,$136.94,$138.94,$135.61
10/06/2023,$137.58,27597600,$134.01,$138.155,$134.01
10/05/2023,$135.07,19832620,$135.07,$135.49,$133.45
10/04/2023,$135.24,26752300,$132.79,$135.57,$132.53
10/03/2023,$132.43,22989400,$133.94,$134.26,$131.84
10/02/2023,$134.17,22288040,$131.21,$134.42,$131.17
09/29/2023,$130.86,30859790,$133.28,$134.05,$130.36
09/28/2023,$132.31,22513130,$129.84,$133.30,$129.79
09/27/2023,$130.54,22746450,$128.57,$130.895,$128.57
09/26/2023,$128.565,25718700,$129.77,$130.3645,$127.22
09/25/2023,$131.11,20094640,$129.83,$131.17,$128.96
09/22/2023,$130.25,26397340,$130.76,$132.025,$129.60
09/21/2023,$130.44,31503910,$131.44,$132.23,$130.07
09/20/2023,$133.74,29927480,$138.08,$138.08,$133.62
09/19/2023,$138.04,20353650,$137.42,$138.41,$136.62
09/18/2023,$138.21,21861350,$136.61,$139.16,$136.61
09/15/2023,$137.40,38919610,$137.98,$138.52,$136.48
09/14/2023,$138.10,24750970,$137.60,$138.695,$136.24
09/13/2023,$136.71,20749500,$135.09,$136.90,$134.15
09/12/2023,$135.34,18405510,$136.26,$136.8701,$135.19
09/11/2023,$136.92,20763350,$136.54,$137.48,$135.785
09/08/2023,$136.38,23584190,$134.91,$136.66,$134.85
09/07/2023,$135.26,18844340,$133.59,$135.58,$132.95
09/06/2023,$134.46,18684530,$136.02,$136.5299,$133.665
09/05/2023,$135.77,19403110,$135.44,$136.42,$134.5801
09/01/2023,$135.66,21543690,$137.455,$137.455,$134.85
08/31/2023,$136.17,30053800,$136.01,$138.00,$135.79
08/30/2023,$135.88,28315770,$134.78,$136.275,$134.07
08/29/2023,$134.57,43075560,$132.24,$136.57,$132.24
08/28/2023,$131.01,20543270,$131.31,$132.54,$130.14
08/25/2023,$129.88,26762890,$129.54,$130.76,$127.25
08/24/2023,$129.78,28500690,$133.95,$134.25,$129.57
08/23/2023,$132.37,27819710,$130.18,$133.41,$129.87
08/22/2023,$129.08,22067520,$128.51,$130.278,$128.32
08/21/2023,$128.37,25248730,$127.175,$128.725,$126.56
08/18/2023,$127.46,30504770,$128.51,$129.25,$126.3824
08/17/2023,$129.92,33446280,$129.80,$131.99,$129.29
08/16/2023,$128.70,25216070,$128.70,$130.2809,$127.865
08/15/2023,$129.78,19770730,$131.10,$131.42,$129.28
08/14/2023,$131.33,24695610,$129.39,$131.37,$128.96
08/11/2023,$129.56,19591080,$128.66,$129.93,$128.17
08/10/2023,$129.69,20857750,$131.32,$132.05,$129.45
08/09/2023,$129.66,24912920,$131.66,$132.04,$129.00
08/08/2023,$131.40,23535180,$130.62,$131.51,$129.545
08/07/2023,$131.53,22746290,$129.16,$131.61,$129.02
08/04/2023,$128.11,26147160,$129.28,$131.51,$127.91
08/03/2023,$128.45,20159530,$127.97,$129.385,$127.42
08/02/2023,$128.38,26273260,$129.45,$130.09,$127.56
08/01/2023,$131.55,23276440,$130.775,$132.63,$130.68
07/31/2023,$132.72,28055530,$132.73,$133.525,$131.775
07/28/2023,$132.58,36591160,$130.78,$133.74,$130.57
07/27/2023,$129.40,44952070,$131.67,$133.24,$128.79
07/26/2023,$129.27,61682090,$130.07,$130.98,$128.32
07/25/2023,$122.21,52509550,$121.36,$123.145,$121.02
07/24/2023,$121.53,29723670,$121.66,$123.00,$120.98
07/21/2023,$120.02,71606470,$120.62,$120.99,$118.73
07/20/2023,$119.20,37906760,$121.42,$124.09,$118.22
07/19/2023,$122.03,37224030,$124.60,$125.18,$121.80
07/18/2023,$123.76,26226450,$124.60,$124.68,$122.96
07/17/2023,$124.65,25716220,$125.94,$127.0999,$124.195
07/14/2023,$125.42,33283080,$124.80,$126.775,$123.49
07/13/2023,$124.54,44297920,$120.93,$124.83,$120.45
07/12/2023,$118.93,30404410,$118.80,$120.33,$118.4145
07/11/2023,$117.14,23078780,$116.29,$117.71,$115.35
07/10/2023,$116.45,35315240,$118.30,$118.305,$116.135
07/07/2023,$119.48,21709550,$120.10,$121.05,$119.40
07/06/2023,$120.11,24778800,$119.795,$120.30,$118.40
07/05/2023,$121.75,27584810,$119.24,$122.61,$119.23
07/03/2023,$119.90,14442850,$119.24,$120.19,$118.8182
06/30/2023,$119.70,29532240,$120.17,$121.08,$119.69
06/29/2023,$119.10,24090900,$119.24,$120.06,$118.295
06/28/2023,$120.18,27091450,$117.09,$120.39,$116.85
06/27/2023,$118.33,39535940,$117.08,$119.08,$116.10
06/26/2023,$118.34,33969900,$120.76,$122.00,$118.265
06/23/2023,$122.34,34913640,$121.38,$122.7879,$121.06
06/22/2023,$123.15,26952250,$120.00,$123.24,$118.83
06/21/2023,$120.55,30306340,$122.40,$122.66,$120.10
06/20/2023,$123.10,26097490,$122.93,$124.57,$122.14
06/16/2023,$123.53,45535550,$125.93,$126.108,$123.28
06/15/2023,$125.09,35246270,$123.14,$125.46,$122.40
06/14/2023,$123.67,30592300,$123.10,$124.05,$121.45
06/13/2023,$123.83,22278310,$124.98,$125.16,$123.18
06/12/2023,$123.64,28338740,$122.785,$124.05,$121.66
06/09/2023,$122.23,23778320,$122.25,$123.755,$121.91
06/08/2023,$122.14,29389170,$122.225,$123.225,$121.24
06/07/2023,$122.50,52538990,$126.97,$129.04,$122.12
06/06/2023,$127.31,26638300,$126.01,$128.29,$125.36
06/05/2023,$126.01,32305530,$124.01,$127.43,$123.84
06/02/2023,$124.67,26980150,$123.99,$126.15,$123.76
06/01/2023,$123.72,30772680,$122.815,$124.42,$122.62
05/31/2023,$122.87,37325790,$122.75,$124.0601,$122.50
05/30/2023,$123.67,35076660,$125.64,$125.66,$122.00
05/26/2023,$124.61,35635940,$123.17,$125.26,$122.45
05/25/2023,$123.48,42316990,$124.52,$125.32,$121.96
05/24/2023,$120.90,34182640,$121.12,$121.91,$119.86
05/23/2023,$122.56,34046250,$124.16,$124.625,$122.2104
05/22/2023,$125.05,35253030,$122.94,$126.43,$122.74
05/19/2023,$122.76,41353450,$123.55,$125.97,$122.15
05/18/2023,$122.83,35234230,$120.95,$123.31,$120.83
05/17/2023,$120.84,33323590,$119.61,$121.67,$118.89
05/16/2023,$119.51,45035560,$116.49,$120.75,$116.43
05/15/2023,$116.51,36266770,$116.11,$118.48,$116.01
05/12/2023,$117.51,41102330,$116.68,$118.03,$116.11
05/11/2023,$116.57,78900030,$115.395,$117.92,$114.41
05/10/2023,$111.75,63153370,$107.97,$112.94,$107.93
05/09/2023,$107.35,36360140,$108.39,$110.15,$107.19
05/08/2023,$107.77,26511450,$105.18,$107.96,$105.16
05/05/2023,$105.57,26639250,$104.82,$105.88,$104.11
05/04/2023,$104.69,23419510,$105.485,$105.60,$103.97
05/03/2023,$105.41,21795410,$105.53,$107.49,$104.96
05/02/2023,$105.32,30997250,$107.14,$107.20,$103.71
05/01/2023,$107.20,26681680,$106.84,$107.99,$106.82
04/28/2023,$107.34,36139850,$107.04,$107.35,$105.09
04/27/2023,$107.59,50089190,$104.45,$108.37,$103.54
04/26/2023,$103.71,53347560,$104.92,$106.35,$102.63
04/25/2023,$103.85,46664100,$105.825,$106.69,$103.84
04/24/2023,$105.97,23542830,$105.49,$106.63,$104.70
04/21/2023,$105.41,25800080,$105.47,$106.00,$104.78
04/20/2023,$105.29,27820790,$103.91,$106.25,$103.8684
04/19/2023,$104.18,20905680,$103.58,$104.98,$103.07
04/18/2023,$104.50,26596450,$106.49,$106.54,$104.07
04/17/2023,$105.97,37571220,$104.658,$106.16,$104.52
04/14/2023,$108.87,26578000,$106.89,$108.94,$106.84
04/13/2023,$107.43,24843580,$105.84,$107.49,$105.84
04/12/2023,$104.64,24370270,$106.58,$106.75,$104.34
04/11/2023,$105.35,26311800,$106.55,$106.73,$104.68
04/10/2023,$106.44,27067360,$106.98,$107.59,$105.12
04/06/2023,$108.42,48711480,$105.26,$109.17,$104.33
04/05/2023,$104.47,28290500,$105.78,$106.10,$103.66
04/04/2023,$104.72,24420080,$104.33,$105.58,$104.04
04/03/2023,$104.36,25035400,$102.39,$104.53,$101.93
03/31/2023,$103.73,36863370,$101.30,$103.89,$101.04
03/30/2023,$100.89,33086180,$100.91,$101.155,$99.78
03/29/2023,$101.39,28779570,$102.28,$102.49,$100.65
03/28/2023,$101.03,32057870,$102.44,$102.45,$99.74
03/27/2023,$102.46,31120860,$104.615,$104.76,$101.9273
03/24/2023,$105.44,30411040,$104.99,$105.49,$103.84
03/23/2023,$105.60,40797770,$105.06,$106.30,$104.46
03/22/2023,$103.37,43427420,$104.27,$106.59,$103.33
03/21/2023,$104.92,42110280,$101.25,$105.10,$101.22
03/20/2023,$101.22,32960440,$100.12,$101.75,$99.87
03/17/2023,$101.62,61028550,$100.26,$102.835,$100.10
03/16/2023,$100.32,65567660,$96.20,$101.19,$95.50
03/15/2023,$96.11,50622050,$93.22,$96.93,$92.64
03/14/2023,$93.97,36050210,$92.56,$94.36,$92.44
03/13/2023,$91.11,37335570,$90.09,$92.57,$89.42
03/10/2023,$90.63,35941050,$92.17,$92.79,$90.395
03/09/2023,$92.32,28813530,$94.05,$95.53,$91.90
03/08/2023,$94.25,34103270,$94.12,$95.955,$94.00
03/07/2023,$93.86,27835480,$94.98,$95.67,$93.53
03/06/2023,$95.13,32639310,$94.015,$95.97,$94.00
03/03/2023,$93.65,35160110,$92.48,$93.73,$92.45
03/02/2023,$92.00,32226230,$89.66,$92.275,$89.59
03/01/2023,$90.36,31111230,$89.98,$91.03,$89.67
02/28/2023,$90.06,30142040,$89.33,$91.23,$89.32
02/27/2023,$89.87,27502300,$89.87,$90.16,$89.335
02/24/2023,$89.13,36585090,$89.44,$89.89,$88.575
02/23/2023,$90.89,41206380,$91.92,$91.94,$89.76
02/22/2023,$91.65,30884020,$91.70,$92.11,$90.61
02/21/2023,$91.79,33629260,$93.00,$93.10,$91.72
02/17/2023,$94.35,34284120,$94.85,$95.5599,$93.21
02/16/2023,$95.51,42462620,$95.37,$97.68,$94.74
02/15/2023,$96.94,50298480,$94.49,$97.12,$94.15
02/14/2023,$94.68,54726120,$94.43,$94.845,$92.26
02/13/2023,$94.61,50076120,$94.74,$95.20,$93.84
02/10/2023,$94.57,54980700,$95.45,$96.75,$94.25
02/09/2023,$95.01,119455000,$100.00,$100.03,$93.63
02/08/2023,$99.37,94743520,$102.05,$103.14,$98.035
02/07/2023,$107.64,49010230,$103.22,$108.18,$103.12
02/06/2023,$102.90,31999560,$102.40,$104.36,$101.88
02/03/2023,$104.78,65309260,$102.93,$107.81,$102.58
02/02/2023,$107.74,69883760,$105.80,$107.85,$105.61
02/01/2023,$100.43,35531100,$98.71,$101.19,$97.58
01/31/2023,$98.84,29870670,$96.87,$98.88,$96.82
01/30/2023,$96.94,27226200,$97.48,$98.29,$96.395
01/27/2023,$99.37,33879750,$97.31,$100.32,$97.31
01/26/2023,$97.52,30113970,$96.50,$97.57,$95.38
01/25/2023,$95.22,42329950,$95.57,$96.162,$93.76
01/24/2023,$97.70,33078510,$98.10,$99.61,$97.20
01/23/2023,$99.79,40005060,$97.95,$100.04,$97.50
01/20/2023,$98.02,63191080,$95.10,$98.30,$95.02
01/19/2023,$93.05,37000400,$90.72,$93.605,$90.63
01/18/2023,$91.12,29116690,$92.14,$92.7999,$90.64
01/17/2023,$91.29,32602420,$92.06,$92.25,$90.05
01/13/2023,$92.12,26329210,$90.85,$92.19,$90.1299
01/12/2023,$91.13,30258140,$91.48,$91.87,$89.75
01/11/2023,$91.52,26861970,$89.18,$91.60,$89.01
01/10/2023,$88.42,30467760,$85.98,$88.67,$85.83
01/09/2023,$88.02,29003900,$88.36,$90.05,$87.86
01/06/2023,$87.34,41381500,$86.79,$87.69,$84.86
01/05/2023,$86.20,27194380,$87.47,$87.57,$85.90
01/04/2023,$88.08,34854780,$90.35,$90.65,$87.271
01/03/2023,$89.12,28131220,$89.585,$91.05,$88.52
12/30/2022,$88.23,23986300,$86.98,$88.30,$86.57
12/29/2022,$88.45,23333540,$86.62,$88.845,$86.61
12/28/2022,$86.02,19523180,$86.98,$88.04,$85.94
12/27/2022,$87.39,20097350,$88.795,$88.94,$87.01
12/23/2022,$89.23,23003040,$87.11,$89.545,$87.07
12/22/2022,$87.76,27658290,$88.16,$88.54,$86.32
12/21/2022,$89.58,24745640,$89.08,$90.22,$88.32
12/20/2022,$89.02,23453840,$88.11,$89.175,$87.4401
12/19/2022,$88.44,29493030,$90.255,$90.56,$88.21
12/16/2022,$90.26,58011850,$90.76,$91.33,$89.52
12/15/2022,$90.86,40107030,$93.13,$93.64,$90.01
12/14/2022,$95.07,28733600,$95.20,$96.87,$93.60
12/13/2022,$95.63,40593660,$97.76,$99.53,$95.03
12/12/2022,$93.31,29009010,$92.71,$93.56,$91.61
12/09/2022,$92.83,28225450,$93.77,$94.26,$92.75
12/08/2022,$93.71,32213290,$95.38,$95.58,$93.45
12/07/2022,$94.94,31045450,$96.41,$96.8811,$94.715
12/06/2022,$96.98,24910660,$99.30,$99.78,$96.42
12/05/2022,$99.48,24405090,$99.40,$101.38,$99.00
12/02/2022,$100.44,21480700,$99.05,$100.77,$98.90
12/01/2022,$100.99,28687100,$101.02,$102.25,$100.25
11/30/2022,$100.99,43647480,$94.82,$101.04,$94.42
11/29/2022,$95.19,20061720,$95.73,$96.12,$94.11
11/28/2022,$96.05,26252430,$97.036,$97.58,$95.61
11/25/2022,$97.46,9701441,$98.24,$98.64,$97.40
11/23/2022,$98.46,18868090,$97.09,$98.76,$97.09
11/22/2022,$97.05,23438480,$95.95,$97.22,$94.05
11/21/2022,$95.60,21647390,$97.29,$98.40,$95.355
11/18/2022,$97.43,28342300,$98.77,$98.90,$96.37
11/17/2022,$98.36,26052600,$96.97,$99.28,$96.79
11/16/2022,$98.85,29105150,$97.90,$99.6375,$97.64
11/15/2022,$98.44,41640820,$98.26,$100.14,$96.71
11/14/2022,$95.70,30179540,$95.09,$96.79,$94.51
11/11/2022,$96.41,33090480,$94.69,$96.93,$93.92
11/10/2022,$93.94,51620140,$92.25,$94.39,$91.61
11/09/2022,$87.32,31769100,$88.45,$89.435,$87.28
11/08/2022,$88.90,30429030,$88.90,$90.32,$87.5901
11/07/2022,$88.49,34078910,$87.28,$88.90,$86.85
11/04/2022,$86.58,51124900,$85.40,$86.64,$83.71
11/03/2022,$83.43,61288020,$86.32,$86.52,$83.34
11/02/2022,$86.97,57038280,$90.94,$91.18,$86.88
11/01/2022,$90.47,47161350,$95.45,$96.03,$90.37
10/31/2022,$94.51,31675040,$95.42,$96.03,$93.98
10/28/2022,$96.29,43697290,$92.27,$96.55,$92.13
10/27/2022,$92.22,60710860,$94.52,$95.43,$91.80
10/26/2022,$94.93,88279040,$96.43,$98.31,$94.69
10/25/2022,$104.48,40611380,$102.90,$104.82,$102.72
10/24/2022,$102.52,27176420,$101.80,$102.75,$99.98
10/21/2022,$101.13,32458720,$97.845,$101.31,$97.72
10/20/2022,$99.97,25323200,$100.00,$102.32,$99.39
10/19/2022,$99.63,23811060,$100.01,$101.0183,$98.9201
10/18/2022,$100.77,24060670,$103.13,$103.47,$99.97
10/17/2022,$99.97,28419190,$98.86,$100.93,$98.83
10/14/2022,$96.56,25410670,$99.99,$100.69,$96.37
10/13/2022,$99.06,34574550,$95.15,$99.775,$94.3836
10/12/2022,$97.56,21876360,$97.30,$98.75,$96.735
10/11/2022,$97.18,26507100,$97.43,$99.245,$96.31
10/10/2022,$97.86,18225090,$99.00,$99.095,$97.01
10/07/2022,$98.68,27502770,$99.85,$100.53,$98.295
10/06/2022,$101.42,22323990,$100.68,$102.9254,$100.59
10/05/2022,$101.43,22176900,$99.825,$101.93,$98.80
10/04/2022,$101.64,28850770,$100.44,$101.84,$100.38
10/03/2022,$98.64,27982030,$96.76,$99.2872,$96.521
09/30/2022,$95.65,32941490,$97.05,$98.90,$95.56
09/29/2022,$97.42,31047220,$98.64,$98.64,$95.96
09/28/2022,$100.05,32466320,$97.65,$100.70,$97.11
09/27/2022,$97.50,30072780,$99.43,$100.00,$96.872
09/26/2022,$98.17,27072660,$98.10,$99.88,$97.80
09/23/2022,$98.74,31625440,$99.63,$99.66,$97.47
09/22/2022,$100.14,34298620,$98.82,$101.24,$98.79
09/21/2022,$99.28,31487270,$101.67,$102.88,$99.27
09/20/2022,$101.14,26517120,$102.08,$102.37,$100.52
09/19/2022,$103.07,23036810,$101.75,$103.33,$101.55
09/16/2022,$102.80,42797170,$102.07,$103.13,$100.94
09/15/2022,$102.91,34188280,$104.03,$105.27,$102.35
09/14/2022,$105.00,26395130,$104.57,$105.275,$103.66
09/13/2022,$104.32,38172870,$107.80,$108.30,$104.09
09/12/2022,$110.86,22966750,$110.99,$111.62,$109.93
09/09/2022,$110.65,23213590,$109.065,$110.99,$109.02
09/08/2022,$108.38,24238290,$108.04,$109.60,$107.16
09/07/2022,$109.45,23166970,$107.06,$109.98,$106.90
09/06/2022,$106.81,25068280,$107.30,$108.03,$105.78
09/02/2022,$107.85,24160710,$110.59,$110.74,$107.26
09/01/2022,$109.74,28360930,$108.28,$110.445,$107.36
08/31/2022,$108.22,28626970,$110.65,$110.85,$108.13
08/30/2022,$108.94,27513260,$110.17,$110.50,$107.80
08/29/2022,$109.42,21191160,$109.99,$110.95,$108.80
08/26/2022,$110.34,37245700,$114.72,$115.12,$110.19
08/25/2022,$116.65,16956790,$114.235,$116.72,$114.11
08/24/2022,$113.69,17734620,$113.50,$114.78,$112.8701
08/23/2022,$113.86,15870370,$113.475,$115.01,$113.43
08/22/2022,$114.24,21456650,$115.20,$115.63,$113.85
08/19/2022,$117.21,21809530,$119.06,$119.15,$116.76
08/18/2022,$120.17,17987660,$119.43,$120.82,$118.72
08/17/2022,$119.55,22846960,$120.12,$121.29,$119.38
08/16/2022,$121.70,19041230,$121.52,$122.43,$120.64
08/15/2022,$122.08,19494830,$121.13,$122.30,$120.61
08/12/2022,$121.68,19096270,$120.26,$121.68,$119.46
08/11/2022,$118.84,24293650,$121.28,$121.49,$118.56
08/10/2022,$119.70,30930350,$118.78,$120.92,$118.41
08/09/2022,$116.63,19086470,$117.135,$117.32,$115.71
08/08/2022,$117.30,19169480,$118.39,$120.15,$116.88
08/05/2022,$117.47,19159520,$116.23,$118.1056,$116.00
08/04/2022,$118.19,21602930,$117.48,$118.78,$116.89
08/03/2022,$118.08,28499010,$115.71,$118.62,$115.48
08/02/2022,$115.13,20236030,$114.00,$116.35,$113.72
08/01/2022,$114.86,26034290,$115.30,$116.72,$114.34
07/29/2022,$116.32,37223390,$113.08,$116.705,$113.06
07/28/2022,$114.22,32816570,$112.37,$114.34,$111.46
07/27/2022,$113.06,59858500,$109.26,$113.91,$108.01
07/26/2022,$105.02,47990960,$106.60,$107.20,$104.07
07/25/2022,$107.51,34690890,$108.41,$109.87,$106.30
07/22/2022,$107.90,48901180,$111.00,$112.34,$106.50
07/21/2022,$114.34,32676170,$114.28,$114.55,$111.1132
07/20/2022,$113.90,35600430,$113.17,$115.40,$112.48
07/19/2022,$113.81,36530950,$110.85,$114.02,$109.56
07/18/2022,$109.03,43164590,$112.64,$113.68,$108.37
07/15/2022,$111.7775,46769120,$112.0005,$113.1405,$110.90
07/14/2022,$110.3675,37003040,$110.2105,$111.093,$108.373
07/13/2022,$111.3535,43722020,$111.701,$114.196,$111.2015
07/12/2022,$114.0205,29959700,$116.215,$116.974,$113.6902
07/11/2022,$115.6765,31243700,$117.998,$117.998,$115.3305
07/08/2022,$119.3535,38238160,$117.25,$119.685,$116.9013
07/07/2022,$118.783,40935880,$115.08,$119.1895,$114.8335
07/06/2022,$114.572,37431380,$113.302,$115.5895,$111.476
07/05/2022,$113.263,39399640,$107.1005,$113.3768,$105.7315
07/01/2022,$108.7375,35475660,$107.933,$109.25,$106.7305
06/30/2022,$108.963,43169060,$110.00,$110.888,$106.75
06/29/2022,$111.7015,24716820,$111.552,$113.1603,$110.8725
06/28/2022,$112.0075,35880960,$115.8025,$117.3095,$111.848
06/27/2022,$115.8335,36420760,$118.273,$118.5795,$115.1797
06/24/2022,$117.975,41163680,$112.995,$118.079,$112.9525
06/23/2022,$112.242,28361920,$112.2315,$112.7425,$110.5005
06/22/2022,$111.4875,30774140,$110.5565,$113.3465,$110.3824
06/21/2022,$111.544,47415800,$108.9295,$112.4893,$108.60
06/17/2022,$107.1435,51376520,$106.0335,$108.6995,$105.046
06/16/2022,$106.0335,51684960,$107.221,$108.6485,$105.138
06/15/2022,$109.7645,39698180,$108.545,$111.4235,$107.6695
06/14/2022,$106.7155,33706260,$106.535,$107.9245,$105.80
06/13/2022,$106.3925,47251920,$106.7865,$108.7915,$106.1192
06/10/2022,$111.1615,41481840,$112.445,$113.279,$110.3661
06/09/2022,$114.8355,25797960,$116.3275,$118.299,$114.776
06/08/2022,$117.194,26107740,$116.7615,$118.5705,$116.60
06/07/2022,$117.1495,31590460,$115.4805,$117.691,$115.052
06/06/2022,$116.8205,33541540,$116.7045,$119.347,$116.164
06/03/2022,$114.541,26135460,$116.0625,$116.3216,$113.5185
06/02/2022,$117.6225,37992280,$114.00,$117.8995,$112.9465
06/01/2022,$113.892,36605520,$114.855,$117.1016,$113.25
05/31/2022,$113.762,50012260,$112.7465,$115.735,$112.0785
05/27/2022,$112.3165,37914120,$109.483,$112.318,$109.1383
05/26/2022,$107.7925,37947220,$105.677,$108.6495,$105.2249
05/25/2022,$105.805,40257340,$104.9855,$106.50,$103.8565
05/24/2022,$105.97,76779780,$105.772,$106.4583,$101.8847
05/23/2022,$111.488,37184940,$109.5875,$112.1475,$108.741
05/20/2022,$108.908,48962960,$111.951,$112.1835,$105.7964
